,average,ndays,1 year ago,10 years ago,increase since 1800
1981-05-02,343.12,,,,
1981-05-03,343.07,6.0,341.69,,59.99
1981-05-09,343.04,,,,
1981-05-10,343.05,7.0,341.4,,59.93
1981-05-16,342.98,,,,
1981-05-17,342.95,7.0,341.71,,59.86
1981-05-23,342.99,,,,
1981-05-24,343.0,7.0,341.13,,59.99
1981-05-30,342.82,,,,
1981-05-31,342.87,5.0,341.65,,60.0
1981-06-06,342.89,,,,
1981-06-07,342.83,7.0,341.68,,60.15
1981-06-13,342.48,,,,
1981-06-14,342.41,6.0,341.61,,59.97
1981-06-20,342.31,,,,
1981-06-21,342.18,5.0,340.75,,60.02
1981-06-27,341.77,,,,
1981-06-28,341.72,6.0,340.5,,59.9
1981-07-04,341.36,,,,
1981-07-05,341.3,7.0,340.04,,59.86
1981-07-11,340.85,,,,
1981-07-12,340.54,5.0,339.35,,59.53
1981-07-18,340.5,,,,
1981-07-19,340.72,5.0,338.89,,60.18
1981-07-25,340.37,,,,
1981-07-26,340.21,5.0,338.75,,60.19
1981-08-01,339.35,,,,
1981-08-02,339.32,7.0,337.26,,59.84
1981-08-08,339.08,,,,
1981-08-09,339.0,6.0,337.9,,60.08
1981-08-15,338.51,,,,
1981-08-16,338.42,5.0,338.33,,60.06
1981-08-22,336.96,,,,
1981-08-23,337.19,5.0,338.1,,59.35
1981-08-29,337.76,,,,
1981-08-30,337.6,6.0,336.11,,60.22
1981-09-05,337.11,,,,
1981-09-06,337.1,6.0,336.15,,60.11
1981-09-12,336.76,,,,
1981-09-13,336.92,6.0,336.43,,60.22
1981-09-19,337.06,,,,
1981-09-20,336.84,7.0,335.18,,60.32
1981-09-26,336.03,,,,
1981-09-27,336.14,5.0,335.96,,59.7
1981-10-03,336.58,,,,
1981-10-04,336.64,6.0,335.74,,60.18
1981-10-10,337.04,,,,
1981-10-11,337.08,7.0,336.05,,60.49
1981-10-17,337.4,,,,
1981-10-18,337.22,5.0,336.41,,60.43
1981-10-24,337.33,,,,
1981-10-25,337.63,5.0,336.65,,60.58
1981-10-31,338.13,,,,
1981-11-01,338.13,7.0,336.89,,60.79
1981-11-07,338.24,,,,
1981-11-08,338.29,7.0,337.37,,60.64
1981-11-14,338.4,,,,
1981-11-15,338.45,6.0,337.2,,60.49
1981-11-21,339.1,,,,
1981-11-22,339.23,5.0,337.6,,60.97
1981-11-28,339.61,,,,
1981-11-29,339.72,4.0,337.67,,61.17
1981-12-05,339.76,,,,
1981-12-06,339.7,5.0,338.11,,60.89
1981-12-12,339.7,,,,
1981-12-13,339.78,6.0,338.59,,60.73
1981-12-19,339.89,,,,
1981-12-20,340.03,4.0,338.29,,60.76
1981-12-26,340.48,,,,
1981-12-27,340.42,4.0,338.66,,60.95
1982-01-02,340.46,,,,
1982-01-03,340.57,5.0,339.0,,60.92
1982-01-09,340.71,,,,
1982-01-10,340.75,7.0,339.23,,60.94
1982-01-16,340.81,,,,
1982-01-17,340.79,6.0,339.52,,60.82
1982-01-23,341.69,,,,
1982-01-24,341.63,7.0,339.64,,61.5
1982-01-30,341.62,,,,
1982-01-31,341.75,6.0,339.72,,61.45
1982-02-06,341.71,,,,
1982-02-07,341.57,7.0,340.71,,61.09
1982-02-13,341.58,,,,
1982-02-14,341.6,5.0,340.31,,60.93
1982-02-20,341.8,,,,
1982-02-21,341.95,6.0,341.04,,61.07
1982-02-27,342.55,,,,
1982-02-28,342.69,5.0,341.39,,61.59
1982-03-06,342.53,,,,
1982-03-07,342.46,6.0,341.04,,61.13
1982-03-13,342.66,,,,
1982-03-14,342.71,6.0,341.41,,61.12
1982-03-27,342.83,,,,
1982-03-28,342.83,1.0,342.27,,60.72
1982-04-03,343.29,,,,
1982-04-04,343.38,5.0,342.59,,61.01
1982-04-10,343.72,,,,
1982-04-24,345.18,,,,
1982-04-25,345.11,3.0,342.53,,62.14
1982-05-01,344.5,,,,
1982-05-02,344.38,6.0,343.12,,61.29
1982-05-08,344.91,,,,
1982-05-09,344.91,7.0,343.04,,61.77
1982-05-15,344.68,,,,
1982-05-16,344.78,5.0,342.98,,61.65
1982-05-22,344.94,,,,
1982-05-23,344.97,7.0,342.99,,61.91
1982-05-29,344.45,,,,
1982-05-30,344.22,6.0,342.82,,61.3
1982-06-05,344.03,,,,
1982-06-06,344.07,7.0,342.89,,61.34
1982-06-12,344.13,,,,
1982-06-13,344.18,6.0,342.48,,61.7
1982-06-19,343.6,,,,
1982-06-20,343.51,7.0,342.31,,61.34
1982-06-26,343.41,,,,
1982-06-27,343.34,5.0,341.77,,61.52
1982-07-03,343.08,,,,
1982-07-04,343.02,7.0,341.36,,61.6
1982-07-10,342.5,,,,
1982-07-11,342.35,7.0,340.85,,61.36
1982-07-17,342.12,,,,
1982-07-18,342.19,5.0,340.5,,61.67
1982-07-24,341.87,,,,
1982-07-25,341.86,6.0,340.37,,61.84
1982-07-31,341.27,,,,
1982-08-01,341.16,7.0,339.35,,61.67
1982-08-07,340.84,,,,
1982-08-08,340.7,5.0,339.08,,61.75
1982-08-14,340.56,,,,
1982-08-15,340.58,5.0,338.51,,62.16
1982-08-21,339.5,,,,
1982-08-22,339.46,5.0,336.96,,61.55
1982-08-28,339.09,,,,
1982-08-29,338.97,6.0,337.76,,61.52
1982-09-04,338.93,,,,
1982-09-05,338.83,6.0,337.11,,61.77
1982-09-11,338.97,,,,
1982-09-12,339.09,3.0,336.76,,62.34
1982-09-18,337.74,,,,
1982-09-19,337.35,4.0,337.06,,60.81
1982-09-25,337.54,,,,
1982-09-26,337.62,7.0,336.03,,61.18
1982-10-02,337.93,,,,
1982-10-03,338.02,4.0,336.58,,61.58
1982-10-09,338.22,,,,
1982-10-10,338.06,6.0,337.04,,61.52
1982-10-16,338.25,,,,
1982-10-17,338.31,7.0,337.4,,61.59
1982-10-23,338.94,,,,
1982-10-24,339.3,6.0,337.33,,62.32
1982-10-30,339.07,,,,
1982-10-31,338.9,6.0,338.13,,61.61
1982-11-06,339.1,,,,
1982-11-07,339.13,7.0,338.24,,61.52
1982-11-13,339.46,,,,
1982-11-14,339.43,3.0,338.4,,61.49
1982-11-20,340.13,,,,
1982-11-21,340.17,6.0,339.1,,61.91
1982-11-27,339.67,,,,
1982-11-28,339.7,6.0,339.61,,61.15
1982-12-04,340.31,,,,
1982-12-05,340.44,6.0,339.76,,61.62
1982-12-11,340.64,,,,
1982-12-12,340.69,6.0,339.7,,61.64
1982-12-18,341.13,,,,
1982-12-19,341.24,7.0,339.89,,61.98
1982-12-25,341.41,,,,
1982-12-26,341.31,5.0,340.48,,61.86
1983-01-01,341.51,,,,
1983-01-02,341.58,6.0,340.46,,61.96
1983-01-08,341.86,,,,
1983-01-09,342.07,5.0,340.71,,62.3
1983-01-15,341.48,,,,
1983-01-16,341.32,7.0,340.81,,61.41
1983-01-22,341.63,,,,
1983-01-23,341.62,7.0,341.69,,61.57
1983-01-29,341.88,,,,
1983-01-30,341.97,5.0,341.62,,61.76
1983-02-05,342.55,,,,
1983-02-06,342.66,5.0,341.71,,62.3
1983-02-12,343.0,,,,
1983-02-13,342.94,7.0,341.58,,62.4
1983-02-19,342.78,,,,
1983-02-20,342.91,7.0,341.8,,62.18
1983-02-26,342.81,,,,
1983-02-27,342.59,7.0,342.55,,61.63
1983-03-04,342.51,,,,
1983-03-06,342.51,7.0,342.53,,61.31
1983-03-11,343.36,,,,
1983-03-13,343.61,6.0,342.66,,62.15
1983-03-18,345.12,,,,
1983-03-20,345.18,4.0,-999.99,,63.44
1983-03-25,343.72,,,,
1983-03-27,343.92,6.0,342.83,,61.89
1983-04-01,344.8,,,,
1983-04-03,344.89,6.0,343.29,,62.58
1983-04-08,345.23,,,,
1983-04-10,345.2,4.0,343.72,,62.62
1983-04-15,345.67,,,,
1983-04-17,345.72,5.0,-999.99,,62.91
1983-04-22,345.86,,,,
1983-04-24,345.93,7.0,345.18,,62.92
1983-04-29,345.76,,,,
1983-05-01,345.78,5.0,344.5,,62.63
1983-05-06,346.06,,,,
1983-05-08,346.05,6.0,344.91,,62.83
1983-05-13,346.42,,,,
1983-05-15,346.43,7.0,344.68,,63.21
1983-05-20,346.21,,,,
1983-05-22,346.18,7.0,344.94,,63.03
1983-05-27,346.07,,,,
1983-05-29,346.06,6.0,344.45,,63.05
1983-06-03,346.2,,,,
1983-06-05,346.23,5.0,344.03,,63.44
1983-06-10,346.07,,,,
1983-06-12,345.85,4.0,344.13,,63.32
1983-06-17,345.43,,,,
1983-06-19,345.52,4.0,343.6,,63.31
1983-06-24,345.25,,,,
1983-06-26,345.12,5.0,343.41,,63.27
1983-07-01,345.2,,,,
1983-07-03,345.17,7.0,343.08,,63.72
1983-07-08,344.3,,,,
1983-07-10,344.12,4.0,342.5,,63.11
1983-07-15,344.27,,,,
1983-07-17,344.27,4.0,342.12,,63.72
1983-07-22,343.87,,,,
1983-07-24,343.72,5.0,341.87,,63.67
1983-07-29,342.98,,,,
1983-07-31,343.1,7.0,341.27,,63.55
1983-08-05,344.01,,,,
1983-08-12,342.17,,,,
1983-08-14,342.33,4.0,340.56,,63.82
1983-08-19,342.11,,,,
1983-08-21,342.05,5.0,339.5,,64.03
1983-08-26,341.73,,,,
1983-08-28,340.98,3.0,339.09,,63.41
1983-09-02,340.46,,,,
1983-09-04,340.47,4.0,338.93,,63.29
1983-09-09,340.59,,,,
1983-09-11,340.37,2.0,338.97,,63.52
1983-09-16,340.16,,,,
1983-09-18,340.43,5.0,337.74,,63.81
1983-09-23,340.87,,,,
1983-09-25,340.47,3.0,337.54,,63.97
1983-09-30,340.08,,,,
1983-10-02,340.13,6.0,337.93,,63.65
1983-10-07,340.3,,,,
1983-10-09,340.34,6.0,338.22,,63.78
1983-10-14,340.96,,,,
1983-10-16,340.96,3.0,338.25,,64.24
1983-10-21,340.75,,,,
1983-10-23,340.82,4.0,338.94,,63.85
1983-10-28,341.09,,,,
1983-10-30,341.21,4.0,339.07,,63.95
1983-11-04,341.5,,,,
1983-11-06,341.51,7.0,339.1,,63.93
1983-11-11,341.69,,,,
1983-11-13,341.8,6.0,339.46,,63.89
1983-11-18,342.06,,,,
1983-11-20,342.05,7.0,340.13,,63.82
1983-11-25,342.36,,,,
1983-11-27,342.43,6.0,339.67,,63.9
1983-12-02,342.62,,,,
1983-12-04,342.62,2.0,340.31,,63.81
1983-12-09,342.91,,,,
1983-12-11,342.97,5.0,340.64,,63.93
1983-12-16,343.49,,,,
1983-12-18,343.54,5.0,341.13,,64.29
1983-12-23,343.72,,,,
1983-12-25,343.76,7.0,341.41,,64.33
1983-12-30,343.91,,,,
1984-01-01,344.19,5.0,341.51,,64.52
1984-01-06,344.2,,,,
1984-01-08,343.89,6.0,341.86,,64.08
1984-01-13,344.0,,,,
1984-01-15,344.09,4.0,341.48,,64.15
1984-01-20,344.35,,,,
1984-01-22,344.49,6.0,341.63,,64.41
1984-01-27,344.67,,,,
1984-01-29,344.71,4.0,341.88,,64.5
1984-02-03,345.02,,,,
1984-02-05,344.99,5.0,342.55,,64.64
1984-02-10,344.84,,,,
1984-02-12,344.78,7.0,343.0,,64.28
1984-02-17,345.06,,,,
1984-02-19,345.12,7.0,342.78,,64.45
1984-02-24,344.92,,,,
1984-02-26,345.05,5.0,342.81,,64.18
1984-03-03,345.35,,,,
1984-03-04,345.36,4.0,342.51,,64.27
1984-03-10,345.67,,,,
1984-03-11,345.67,4.0,343.36,,64.33
1984-03-17,345.74,,,,
1984-03-18,345.86,7.0,345.12,,64.24
1984-03-24,346.25,,,,
1984-03-25,345.91,1.0,343.72,,63.99
1984-04-28,347.77,,,,
1984-04-29,347.77,6.0,345.76,,64.63
1984-05-05,347.39,,,,
1984-05-06,347.27,3.0,346.06,,64.04
1984-05-12,347.94,,,,
1984-05-13,348.04,6.0,346.42,333.46,64.81
1984-05-19,347.69,,,,
1984-05-20,347.7,5.0,346.21,333.34,64.54
1984-05-26,347.68,,,,
1984-05-27,347.68,2.0,346.07,332.87,64.65
1984-06-02,347.27,,,,
1984-06-03,347.31,6.0,346.2,332.35,64.49
1984-06-09,347.55,,,,
1984-06-10,347.56,4.0,346.07,332.17,65.0
1984-06-16,347.19,,,,
1984-06-17,347.11,5.0,345.43,332.39,64.85
1984-06-23,346.69,,,,
1984-06-24,346.67,5.0,345.25,331.65,64.76
1984-06-30,346.4,,,,
1984-07-01,346.46,4.0,345.2,331.65,64.94
1984-07-07,346.36,,,,
1984-07-08,346.31,5.0,344.3,331.46,65.19
1984-07-14,345.75,,,,
1984-07-15,345.75,3.0,344.27,330.8,65.08
1984-07-21,345.12,,,,
1984-07-22,345.09,4.0,343.87,330.77,64.9
1984-07-28,344.98,,,,
1984-07-29,344.97,4.0,342.98,329.89,65.28
1984-08-04,344.53,,,,
1984-08-05,344.53,3.0,344.01,329.61,65.36
1984-08-12,344.37,1.0,342.17,329.22,65.72
1984-08-18,343.47,,,,
1984-08-19,343.25,4.0,342.11,328.95,65.11
1984-08-25,342.31,,,,
1984-08-26,342.31,2.0,341.73,328.25,64.65
1984-09-01,341.46,,,,
1984-09-02,341.07,3.0,340.46,328.03,63.83
1984-09-08,340.96,,,,
1984-09-09,341.29,2.0,340.59,327.46,64.41
1984-09-15,342.07,,,,
1984-09-16,342.07,5.0,340.16,326.66,65.44
1984-09-22,341.54,,,,
1984-09-23,341.43,4.0,340.87,327.04,64.95
1984-09-29,341.52,,,,
1984-09-30,341.95,1.0,340.08,327.26,65.51
1984-10-06,341.55,,,,
1984-10-07,341.55,6.0,340.3,327.1,65.05
1984-10-13,342.19,,,,
1984-10-14,342.19,1.0,340.96,327.27,65.53
1984-10-20,342.24,,,,
1984-10-21,342.12,2.0,340.75,327.45,65.23
1984-10-27,342.22,,,,
1984-10-28,342.26,5.0,341.09,327.68,65.08
1984-11-03,342.64,,,,
1984-11-04,342.82,4.0,341.5,327.8,65.31
1984-11-10,343.34,,,,
1984-11-11,343.32,5.0,341.69,328.7,65.47
1984-11-17,343.56,,,,
1984-11-18,343.69,5.0,342.06,328.51,65.52
1984-11-24,344.18,,,,
1984-11-25,343.71,2.0,342.36,328.5,65.22
1984-12-01,343.91,,,,
1984-12-02,344.24,2.0,342.62,328.92,65.47
1984-12-08,344.85,,,,
1984-12-09,344.85,3.0,342.91,329.42,65.82
1984-12-15,345.09,,,,
1984-12-16,345.09,4.0,343.49,329.85,65.84
1984-12-22,346.54,,,,
1984-12-23,345.77,2.0,343.72,329.93,66.33
1984-12-29,345.44,,,,
1984-12-30,345.64,7.0,343.91,330.52,66.05
1985-01-05,345.67,,,,
1985-01-06,345.57,5.0,344.2,330.47,65.81
1985-01-12,345.45,,,,
1985-01-13,345.36,5.0,344.0,330.6,65.45
1985-01-19,345.41,,,,
1985-01-20,345.35,5.0,344.35,330.97,65.29
1985-01-26,345.6,,,,
1985-01-27,345.84,6.0,344.67,331.15,65.64
1985-02-02,346.44,,,,
1985-02-03,346.16,2.0,345.02,331.64,65.84
1985-02-09,345.94,,,,
1985-02-10,346.0,5.0,344.84,331.05,65.55
1985-02-16,346.62,,,,
1985-02-17,346.74,4.0,345.06,331.65,66.14
1985-02-23,346.87,,,,
1985-02-24,346.94,4.0,344.92,331.86,66.17
1985-03-02,347.5,,,,
1985-03-03,347.48,5.0,345.35,331.72,66.52
1985-03-09,347.69,,,,
1985-03-10,347.84,5.0,345.67,331.66,66.65
1985-03-16,348.19,,,,
1985-03-17,348.19,3.0,345.74,332.11,66.74
1985-03-23,348.09,,,,
1985-03-24,348.09,2.0,346.25,331.81,66.36
1985-03-30,348.56,,,,
1985-03-31,348.56,7.0,-999.99,333.2,66.53
1985-04-06,348.71,,,,
1985-04-07,348.51,4.0,-999.99,332.81,66.19
1985-04-13,348.11,,,,
1985-04-14,348.17,5.0,-999.99,333.14,65.56
1985-04-20,349.16,,,,
1985-04-21,349.11,4.0,-999.99,333.27,66.25
1985-04-27,349.11,,,,
1985-04-28,349.21,5.0,347.77,333.62,66.15
1985-05-04,349.52,,,,
1985-05-05,349.54,3.0,347.39,333.94,66.37
1985-05-11,349.25,,,,
1985-05-12,349.39,6.0,347.94,334.16,66.17
1985-05-18,349.81,,,,
1985-05-19,349.32,4.0,347.69,333.56,66.14
1985-05-25,348.76,,,,
1985-05-26,348.92,4.0,347.68,334.05,65.85
1985-06-01,349.15,,,,
1985-06-02,349.09,5.0,347.27,333.91,66.21
1985-06-08,348.99,,,,
1985-06-09,349.02,4.0,347.55,333.01,66.39
1985-06-15,348.67,,,,
1985-06-16,348.59,5.0,347.19,333.29,66.25
1985-06-22,348.06,,,,
1985-06-23,348.03,6.0,346.69,333.42,66.02
1985-06-29,347.47,,,,
1985-06-30,347.45,7.0,346.4,332.98,65.82
1985-07-06,347.35,,,,
1985-07-07,347.31,1.0,346.36,332.15,66.08
1985-07-13,347.11,,,,
1985-07-14,347.07,5.0,345.75,331.86,66.28
1985-07-20,346.78,,,,
1985-07-21,346.67,3.0,345.12,331.37,66.34
1985-07-27,346.12,,,,
1985-07-28,345.96,3.0,344.98,331.18,66.12
1985-08-03,345.51,,,,
1985-08-04,345.51,3.0,344.53,331.02,66.18
1985-08-10,344.35,,,,
1985-08-11,344.35,1.0,-999.99,330.38,65.54
1985-08-17,344.7,,,,
1985-08-18,344.79,6.0,343.47,329.46,66.49
1985-08-24,345.25,,,,
1985-08-25,344.94,5.0,342.31,328.6,67.13
1985-08-31,344.17,,,,
1985-09-01,344.33,6.0,341.46,329.49,66.95
1985-09-07,343.95,,,,
1985-09-08,343.79,5.0,340.96,329.31,66.77
1985-09-14,343.74,,,,
1985-09-15,343.54,6.0,342.07,327.8,66.8
1985-09-21,342.49,,,,
1985-09-22,342.48,5.0,341.54,328.0,65.9
1985-09-28,342.46,,,,
1985-09-29,342.48,4.0,341.52,327.91,65.96
1985-10-05,342.97,,,,
1985-10-06,343.07,4.0,341.55,,66.51
1985-10-12,343.14,,,,
1985-10-13,343.17,7.0,342.19,328.4,66.47
1985-10-19,343.56,,,,
1985-10-20,343.83,2.0,342.24,328.72,66.91
1985-10-26,343.96,,,,
1985-10-27,343.97,6.0,342.22,328.95,66.78
1985-11-02,343.95,,,,
1985-11-03,343.97,5.0,342.64,328.94,66.48
1985-11-09,344.43,,,,
1985-11-10,344.57,5.0,343.34,329.04,66.76
1985-11-16,344.99,,,,
1985-11-17,345.05,4.0,343.56,329.31,66.93
1985-11-23,345.61,,,,
1985-11-24,345.58,6.0,344.18,330.03,67.16
1985-11-30,345.49,,,,
1985-12-01,345.53,4.0,343.91,,66.84
1985-12-07,345.76,,,,
1985-12-08,346.07,7.0,344.85,,67.12
1985-12-14,346.48,,,,
1985-12-15,346.12,6.0,345.09,,66.95
1985-12-21,346.23,,,,
1985-12-22,346.28,6.0,346.54,,66.9
1985-12-28,346.78,,,,
1985-12-29,346.93,6.0,345.44,,67.29
1986-01-04,346.87,,,,
1986-01-05,346.81,5.0,345.67,331.29,67.0
1986-01-11,346.65,,,,
1986-01-12,346.66,6.0,345.45,331.65,66.7
1986-01-18,346.96,,,,
1986-01-19,346.98,5.0,345.41,331.66,66.89
1986-01-25,346.73,,,,
1986-01-26,346.71,7.0,345.6,331.99,66.51
1986-02-01,347.06,,,,
1986-02-02,347.15,6.0,346.44,332.48,66.84
1986-02-08,347.47,,,,
1986-02-09,347.43,6.0,345.94,332.57,67.0
1986-02-15,347.64,,,,
1986-02-16,347.79,7.0,346.62,332.75,67.23
1986-02-22,347.71,,,,
1986-02-23,347.62,6.0,346.87,333.3,66.9
1986-03-01,347.27,,,,
1986-03-02,347.19,5.0,347.5,332.39,66.29
1986-03-08,347.15,,,,
1986-03-09,347.28,1.0,347.69,333.16,66.15
1986-03-15,348.08,,,,
1986-03-16,348.08,3.0,348.19,333.39,66.69
1986-03-22,349.54,,,,
1986-03-23,349.54,5.0,348.09,334.33,67.86
1986-03-29,349.03,,,,
1986-03-30,349.06,4.0,348.56,334.64,67.07
1986-04-05,349.74,,,,
1986-04-06,349.72,5.0,348.71,334.57,67.42
1986-04-12,349.58,,,,
1986-04-13,349.85,3.0,348.11,334.23,67.27
1986-04-19,350.03,,,,
1986-04-20,350.16,7.0,349.16,334.79,67.33
1986-04-26,350.76,,,,
1986-04-27,350.77,3.0,349.11,335.06,67.76
1986-05-03,350.49,,,,
1986-05-04,350.49,3.0,349.52,334.22,67.36
1986-05-10,350.75,,,,
1986-05-11,350.71,3.0,349.25,334.31,67.54
1986-05-17,350.69,,,,
1986-05-18,350.7,5.0,349.81,335.28,67.56
1986-05-24,350.16,,,,
1986-05-25,350.16,5.0,348.76,335.1,67.13
1986-05-31,350.43,,,,
1986-06-01,350.38,6.0,349.15,334.41,67.53
1986-06-07,350.26,,,,
1986-06-08,350.34,2.0,348.99,334.17,67.71
1986-06-14,350.05,,,,
1986-06-15,350.12,2.0,348.67,334.11,67.78
1986-06-21,349.76,,,,
1986-06-22,349.6,6.0,348.06,334.12,67.57
1986-06-28,349.2,,,,
1986-06-29,349.14,5.0,347.47,,67.46
1986-07-05,348.89,,,,
1986-07-06,348.89,4.0,347.35,333.55,67.61
1986-07-12,347.71,,,,
1986-07-13,347.71,5.0,347.11,333.55,66.85
1986-07-19,347.89,,,,
1986-07-20,347.95,4.0,346.78,332.49,67.56
1986-07-26,347.9,,,,
1986-07-27,347.82,3.0,346.12,332.12,67.93
1986-08-02,346.82,,,,
1986-08-03,346.81,5.0,345.51,331.69,67.44
1986-08-09,346.37,,,,
1986-08-10,346.28,5.0,344.35,330.68,67.44
1986-08-16,345.76,,,,
1986-08-17,345.76,4.0,344.7,330.4,67.44
1986-08-23,345.88,,,,
1986-08-24,345.74,4.0,345.25,330.19,67.9
1986-08-30,345.6,,,,
1986-08-31,345.33,3.0,344.17,330.43,67.93
1986-09-06,345.07,,,,
1986-09-07,345.74,1.0,343.95,329.7,68.7
1986-09-13,346.06,,,,
1986-09-14,346.06,4.0,343.74,329.13,69.29
1986-09-20,344.77,,,,
1986-09-21,344.75,6.0,342.49,328.26,68.15
1986-09-27,345.17,,,,
1986-09-28,345.16,7.0,342.46,328.35,68.61
1986-10-04,344.45,,,,
1986-10-05,344.46,7.0,342.97,328.6,67.87
1986-10-11,344.67,,,,
1986-10-12,344.66,6.0,343.14,328.4,67.94
1986-10-18,344.81,,,,
1986-10-19,344.75,5.0,343.56,329.13,67.83
1986-10-25,345.27,,,,
1986-10-26,345.55,5.0,343.96,328.9,68.36
1986-11-01,345.78,,,,
1986-11-02,345.75,5.0,343.95,329.4,68.27
1986-11-08,346.2,,,,
1986-11-09,346.27,5.0,344.43,330.41,68.48
1986-11-15,346.2,,,,
1986-11-16,346.22,3.0,344.99,330.2,68.12
1986-11-22,346.5,,,,
1986-11-23,346.55,7.0,345.61,330.56,68.15
1986-11-29,347.26,,,,
1986-11-30,347.38,7.0,345.49,330.69,68.7
1986-12-06,347.38,,,,
1986-12-07,347.32,7.0,345.76,331.19,68.37
1986-12-13,347.35,,,,
1986-12-14,347.36,5.0,346.48,332.1,68.16
1986-12-20,347.47,,,,
1986-12-21,347.49,3.0,346.23,331.81,68.07
1986-12-27,347.76,,,,
1986-12-28,347.84,6.0,346.78,332.39,68.22
1987-01-03,348.15,,,,
1987-01-04,348.3,5.0,346.87,332.38,68.45
1987-01-10,349.05,,,,
1987-01-11,349.04,7.0,346.65,332.55,69.0
1987-01-17,348.9,,,,
1987-01-18,348.82,7.0,346.96,332.98,68.62
1987-01-24,348.75,,,,
1987-01-25,348.81,3.0,346.73,332.9,68.46
1987-01-31,348.63,,,,
1987-02-01,348.65,7.0,347.06,333.1,68.16
1987-02-07,348.39,,,,
1987-02-08,348.42,7.0,347.47,333.23,67.81
1987-02-14,349.13,,,,
1987-02-15,349.13,5.0,347.64,333.09,68.39
1987-02-21,349.58,,,,
1987-02-22,349.61,6.0,347.71,333.32,68.73
1987-02-28,349.13,,,,
1987-03-01,349.2,6.0,347.27,334.54,68.17
1987-03-06,349.38,,,,
1987-03-08,349.37,5.0,347.15,334.32,68.16
1987-03-13,349.86,,,,
1987-03-15,350.11,3.0,348.08,335.36,68.67
1987-03-20,350.31,,,,
1987-03-22,350.49,5.0,349.54,335.2,68.8
1987-03-27,351.23,,,,
1987-03-29,351.19,5.0,349.03,335.25,69.23
1987-04-03,350.85,,,,
1987-04-05,350.84,6.0,349.74,336.01,68.6
1987-04-10,351.0,,,,
1987-04-12,351.17,5.0,349.58,335.97,68.65
1987-04-17,351.74,,,,
1987-04-19,351.72,7.0,350.03,336.24,68.96
1987-04-24,351.8,,,,
1987-04-26,351.81,7.0,350.76,336.73,68.85
1987-05-01,351.98,,,,
1987-05-03,352.21,5.0,350.49,337.08,69.13
1987-05-08,352.17,,,,
1987-05-10,352.13,7.0,350.75,336.73,69.0
1987-05-15,352.13,,,,
1987-05-17,352.11,7.0,350.69,337.11,69.0
1987-05-22,352.35,,,,
1987-05-24,352.29,6.0,350.16,336.92,69.29
1987-05-29,352.14,,,,
1987-05-31,352.2,7.0,350.43,336.51,69.37
1987-06-05,351.94,,,,
1987-06-07,351.8,5.0,350.26,336.21,69.21
1987-06-12,351.44,,,,
1987-06-14,351.42,6.0,350.05,335.89,69.11
1987-06-19,351.33,,,,
1987-06-21,351.31,4.0,349.76,336.37,69.34
1987-06-26,350.79,,,,
1987-06-28,350.67,4.0,349.2,335.73,69.05
1987-07-03,350.84,,,,
1987-07-05,350.84,5.0,348.89,335.38,69.62
1987-07-10,350.05,,,,
1987-07-12,349.79,3.0,347.71,335.19,68.99
1987-07-17,350.22,,,,
1987-07-19,350.24,4.0,347.89,334.36,69.89
1987-07-24,350.08,,,,
1987-07-26,349.77,3.0,347.9,334.07,69.91
1987-07-31,348.33,,,,
1987-08-02,348.0,3.0,346.82,333.21,68.65
1987-08-07,348.95,,,,
1987-08-09,348.87,3.0,346.37,332.52,70.04
1987-08-14,348.59,,,,
1987-08-16,348.36,3.0,345.76,332.81,70.04
1987-08-21,347.94,,,,
1987-08-23,347.92,4.0,345.88,332.04,70.08
1987-08-28,346.82,,,,
1987-08-30,346.95,4.0,345.6,332.14,69.56
1987-09-04,346.79,,,,
1987-09-06,346.7,4.0,345.07,331.17,69.68
1987-09-11,346.91,,,,
1987-09-13,346.96,6.0,346.06,331.47,70.21
1987-09-18,346.09,,,,
1987-09-20,345.9,6.0,344.77,330.84,69.34
1987-09-25,346.42,,,,
1987-09-27,346.36,7.0,345.17,330.93,69.86
1987-10-02,346.42,,,,
1987-10-04,346.5,4.0,344.45,330.94,69.96
1987-10-09,346.53,,,,
1987-10-11,346.7,2.0,344.67,331.52,70.03
1987-10-16,346.97,,,,
1987-10-18,347.1,6.0,344.81,331.14,70.22
1987-10-23,347.0,,,,
1987-10-25,347.03,7.0,345.27,331.51,69.88
1987-10-30,347.35,,,,
1987-11-01,347.46,5.0,345.78,331.91,70.02
1987-11-06,347.69,,,,
1987-11-08,347.64,6.0,346.2,332.2,69.88
1987-11-13,348.09,,,,
1987-11-15,348.19,5.0,346.2,332.49,70.12
1987-11-20,348.79,,,,
1987-11-22,348.84,6.0,346.5,333.13,70.47
1987-11-27,348.89,,,,
1987-11-29,348.88,5.0,347.26,332.76,70.22
1987-12-04,348.8,,,,
1987-12-06,348.86,6.0,347.38,333.34,69.94
1987-12-11,349.32,,,,
1987-12-13,349.36,6.0,347.35,333.46,70.19
1987-12-18,349.49,,,,
1987-12-20,349.5,7.0,347.47,334.02,70.09
1987-12-25,349.8,,,,
1987-12-27,349.88,6.0,347.76,334.09,70.26
1988-01-01,350.21,,,,
1988-01-03,350.26,7.0,348.15,334.79,70.5
1988-01-08,350.42,,,,
1988-01-10,350.41,6.0,349.05,334.63,70.46
1988-01-15,350.64,,,,
1988-01-17,350.66,6.0,348.9,334.93,70.53
1988-01-22,350.79,,,,
